adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,new_id,keywords
False,,42000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,37233,tt0106918,en,The Firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",9.678367,/i9a4vbkzausnAzH07IOusX3ToTv.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Davis Entertainment', 'id': 1302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-30,270248367,154.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Power can be murder to resist.,The Firm,False,6.6,513,450,"[{'id': 1812, 'name': 'fbi'}, {'id': 3703, 'name': 'law'}, {'id': 6335, 'name': 'tennessee'}, {'id': 10909, 'name': 'lawyer'}, {'id': 162813, 'name': 'law firm'}, {'id': 208043, 'name': 'bar exam'}]"
False,"{'id': 9328, 'name': 'Free Willy Collection', 'poster_path': '/3M2Q9ZDTyFBfi3ohz2gizFmnoL0.jpg', 'backdrop_path': '/aef15QAJ8Kxbh8W5zXqJb1f9Vhw.jpg'}",20000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,1634,tt0106965,en,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",5.990572,/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Donner/Shuler-Donner Productions', 'id': 23397}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-16,153698625,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go for a friend?,Free Willy,False,6.0,429,451,"[{'id': 1751, 'name': 'social work'}, {'id': 2438, 'name': 'social worker'}, {'id': 2526, 'name': 'human animal relationship'}, {'id': 4676, 'name': 'whale'}, {'id': 6089, 'name': 'freedom'}, {'id': 12392, 'name': 'best friend'}, {'id': 155582, 'name': 'amusement park'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,13815,tt0109842,en,Fresh,"Michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. His father has become a street bum,but still meets with Fresh on occasion to play chess. Fresh is rather quiet in a crazy world. Fresh's sister is a junkie who sleeps with the dealers that Fresh sells for. As the story progresses Fresh realizes that he doesn't want to sell drugs anymore - he wants revenge.",3.970215,/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-24,0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Fresh,False,7.6,56,452,"[{'id': 1601, 'name': 'war on drugs'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2235, 'name': 'drug mule'}, {'id': 5707, 'name': 'childhood trauma'}, {'id': 6691, 'name': 'drug scene'}, {'id': 6712, 'name': 'death of a child'}, {'id': 9748, 'name': 'revenge'}, {'id': 14964, 'name': 'drug'}, {'id': 15155, 'name': 'witness to murder'}, {'id': 34079, 'name': 'death'}]"
False,"{'id': 134011, 'name': 'The Fugitive / U.S. Marshals Collection', 'poster_path': '/idhUzfuEC24PTYhkWasivjoA3O0.jpg', 'backdrop_path': '/9xbrJQoHkTgkXY8oDsTmND0FiEX.jpg'}",44000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,5503,tt0106977,en,The Fugitive,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",10.08937,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-06,368875760,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,The Fugitive,False,7.2,1240,453,"[{'id': 520, 'name': 'chicago'}, {'id': 797, 'name': 'showdown'}, {'id': 1568, 'name': 'undercover'}, {'id': 3262, 'name': 'surgeon'}, {'id': 3437, 'name': 'death sentence'}, {'id': 3440, 'name': 'doomed man'}, {'id': 3442, 'name': 'lethal injection'}, {'id': 3713, 'name': 'chase'}, {'id': 9714, 'name': 'remake'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10562, 'name': 'on the run'}, {'id': 10663, 'name': 'train crash'}, {'id': 10685, 'name': 'escape'}, {'id': 10718, 'name': 'fugitive'}, {'id': 10988, 'name': 'based on tv series'}, {'id': 11207, 'name': 'u.s. marshal'}, {'id': 13005, 'name': 'doctor'}, {'id': 14601, 'name': 'explosion'}, {'id': 14903, 'name': 'home invasion'}, {'id': 18118, 'name': 'disguise'}, {'id': 173976, 'name': 'one armed man'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 187844, 'name': 'flashback'}, {'id': 226376, 'name': 'corrupt cop'}, {'id': 226499, 'name': 'manhunt'}, {'id': 227824, 'name': 'bus accident'}, {'id': 227825, 'name': 'storm drain'}]"
False,,35000000,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,35588,tt0107004,en,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, whi",4.653462,/oW4IM0G5fCR68YalmemTGbPK15F.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-10,18635620,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A Warrior. A Leader. A Legend.,Geronimo: An American Legend,False,5.9,44,454,"[{'id': 4616, 'name': 'apache'}, {'id': 6165, 'name': 'historical figure'}, {'id': 10322, 'name': 'native american'}, {'id': 15126, 'name': 'historical'}, {'id': 156234, 'name': 'cavalry'}, {'id': 194581, 'name': 'geronimo'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,2087,tt0109890,en,The Getaway,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",14.214403,/4tWvZ4BQu3ICmtUL8lXHa9OgkoF.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Largo Entertainment', 'id': 1644}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-11,30,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Getaway,False,5.4,81,455,"[{'id': 159588, 'name': 'suicide by hanging'}, {'id': 159595, 'name': 'sexual torture'}, {'id': 159600, 'name': 'exploding truck'}, {'id': 159601, 'name': 'cuckold'}, {'id': 159602, 'name': 'garbage dump'}]"
False,,30000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,41579,tt0109891,en,Getting Even with Dad,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",2.410545,/yZLcdtT8UVlj6j3H8Rl51PxIdza.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-17,0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"..He's not getting mad, he's Getting Even With Dad.",Getting Even with Dad,False,4.5,43,456,[]
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,18620,tt0109913,en,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",0.775898,/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'The Samuel Goldwyn Company', 'id': 8888}, {'name': 'Can I Watch', 'id': 89521}, {'name': 'Islet', 'id': 89522}, {'name': 'KPVI', 'id': 89523}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-10,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The girl is out there,Go Fish,False,3.9,5,457,"[{'id': 9833, 'name': 'lesbian relationship'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,41006,tt0109920,en,A Good Man in Africa,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",5.22583,/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg,"[{'name': 'Gramercy Pictures', 'id': 37}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-14,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Good Man in Africa,False,5.2,11,458,"[{'id': 2702, 'name': 'golf'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,4916,tt0107057,en,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",5.385108,/yqEFrL47aqfKf1glpkv06sk8dom.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-04,22886222,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!",Guilty as Sin,False,5.6,21,459,[]
False,"{'id': 412680, 'name': 'Hard Target Collection', 'poster_path': '/g7Bc4ik16xOBz21BQOcsxrBL8BO.jpg', 'backdrop_path': '/wcBIwQY888HX1QWpnv43lAujoId.jpg'}",18000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,2019,tt0107076,en,Hard Target,"When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",7.834351,/kufvuQYWdl82sYzmhy2naBLyMui.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Renaissance Pictures', 'id': 467}, {'name': 'Alphaville Films', 'id': 11462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-20,74189677,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't hunt what you can't kill.,Hard Target,False,6.1,237,460,"[{'id': 2411, 'name': 'new orleans'}, {'id': 3070, 'name': 'mercenary'}, {'id': 4323, 'name': 'hunting human beings'}, {'id': 10594, 'name': 'money'}, {'id': 13017, 'name': 'drifter'}, {'id': 15137, 'name': 'union'}, {'id': 41599, 'name': 'sailor'}, {'id': 207678, 'name': 'human prey'}]"
False,,33000000,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,31642,tt0107096,en,Heaven & Earth,"Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.",4.190541,/xn3Oc3GwZwWrpd6KbEEPrA4h6EY.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-24,0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,An amazing true story of survival.,Heaven & Earth,False,6.4,51,461,"[{'id': 2956, 'name': 'vietnam'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 5565, 'name': 'biography'}, {'id': 15162, 'name': 'dog'}, {'id': 208176, 'name': 'immigrant experience'}]"
False,"{'id': 52988, 'name': 'Hot Shots! Collection', 'poster_path': '/5uzldxeEVqvdaZhE4uCT9TTz9p1.jpg', 'backdrop_path': '/iGrRouADMV9MbidImsgRORaV3q.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",,9255,tt0107144,en,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm.",13.482371,/zh9EGK970GHo10ETclWBOjZVUOK.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Sidley Wright & Associates', 'id': 11751}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-21,133752825,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Just deux it.,Hot Shots! Part Deux,False,6.2,463,462,"[{'id': 1400, 'name': 'swordplay'}, {'id': 4289, 'name': 'secret agent'}, {'id': 5362, 'name': 'liberation of hostage'}, {'id': 8421, 'name': 'saddam hussein'}, {'id': 9755, 'name': 'parody'}, {'id': 15087, 'name': 'iraq war'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,26271,tt0113674,en,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",2.138959,/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,"[{'name': 'Spelling Entertainment', 'id': 272}, {'name': 'IRS Media', 'id': 1930}, {'name': 'Republic Pictures (II)', 'id': 10348}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-08,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sex, Lies and Fantasies... Unrated!",Live Nude Girls,False,4.7,12,463,"[{'id': 5595, 'name': 'sleepover'}, {'id': 10183, 'name': 'independent film'}, {'id': 12392, 'name': 'best friend'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,10612,tt0112966,en,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their ""mountain"" is only a hill, the offended community sets out to remedy the situation.  The film is based on a story heard by Christopher Monger from his grandfather about the real village of Taff's Well,  in the old county of Glamorgan, and its neighbouring Garth Hill. However, due to 20th century urbanisation of the area, it was filmed in the more rural Llanrhaeadr-ym-Mochnant and Llansilin areas in Powys.",5.331753,/dnatrgiXFf6BLfb2IKHVmg9tCi7.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Parallax Pictures', 'id': 983}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-05-12,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Englishman Who Went Up a Hill But Came Down a Mountain,False,6.1,83,464,"[{'id': 1209, 'name': 'wales'}, {'id': 2504, 'name': 'world war i'}, {'id': 5331, 'name': 'village'}, {'id': 214527, 'name': 'cartographer'}]"
False,,25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,2259,tt0107151,en,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",10.687795,/q0YyNTvooXI9ZF71dAYKcRwqlGn.jpg,"[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Eurimages', 'id': 850}, {'name': 'Costa do Castelo Filmes', 'id': 10598}, {'name': 'Neue Constantin Film', 'id': 13096}, {'name': 'House of Spirits Film', 'id': 33027}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-19,0,140.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The House of the Spirits,False,6.7,135,465,"[{'id': 1291, 'name': 'central and south america'}, {'id': 3009, 'name': 'farm worker'}, {'id': 4932, 'name': 'farm'}, {'id': 6285, 'name': ""coup d'etat""}, {'id': 6451, 'name': 'santiago'}, {'id': 11627, 'name': 'paranormal phenomena'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 155881, 'name': 'estate'}, {'id': 208720, 'name': 'family estate'}]"
False,"{'id': 159600, 'name': 'House Party Collection', 'poster_path': '/hwaQA1SEoiWsacESz0IMaDQ3vVV.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,16097,tt0110064,en,House Party 3,"Hip Hop duo Kid &amp; Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",0.996047,/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,[],[],1994-01-01,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This bachelor party's gonna' bring down the house!,House Party 3,False,4.6,11,466,[]
False,,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,11934,tt0110074,en,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,7.550545,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'PolyGram Filmproduktion', 'id': 23873}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-03-11,0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They took him for a fall guy... but he threw them for a hoop.,The Hudsucker Proxy,False,7.1,280,467,"[{'id': 236, 'name': 'suicide'}, {'id': 242, 'name': 'new york'}, {'id': 417, 'name': 'corruption'}, {'id': 736, 'name': 'journalist'}, {'id': 1436, 'name': 'inventor'}, {'id': 1568, 'name': 'undercover'}, {'id': 4290, 'name': 'toy'}, {'id': 4812, 'name': 'plan'}, {'id': 5306, 'name': 'boss'}, {'id': 5340, 'name': 'investigation'}, {'id': 6129, 'name': 'company'}, {'id': 6133, 'name': 'industry'}, {'id': 8508, 'name': 'party'}, {'id': 10594, 'name': 'money'}, {'id': 203525, 'name': 'board'}, {'id': 203528, 'name': 'stocks'}]"
False,,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,106143,tt0110097,en,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",1.742974,/q7CFDCUNfuOxZssINLGkPE9m2l1.jpg,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-04,0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I'll Do Anything,False,5.7,18,468,"[{'id': 15300, 'name': 'father daughter relationship'}, {'id': 207716, 'name': 'actor'}, {'id': 208186, 'name': 'unsuccessful'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,12475,tt0110123,en,In the Army Now,"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",6.071466,/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-12,28881266,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sleep tight, America! The safety of the free world rests in his hands!",In the Army Now,False,4.7,54,469,"[{'id': 2470, 'name': 'education'}, {'id': 4595, 'name': 'u.s. army'}, {'id': 6054, 'name': 'friendship'}, {'id': 6091, 'name': 'war'}, {'id': 156052, 'name': 'unemployment'}]"
False,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,9386,tt0107206,en,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",12.637158,/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-08,176997168,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An assassin on the loose. A president in danger. Only one man stands between them...,In the Line of Fire,False,6.8,392,470,"[{'id': 591, 'name': 'cia'}, {'id': 782, 'name': 'assassin'}, {'id': 795, 'name': 'running'}, {'id': 833, 'name': 'white house'}, {'id': 840, 'name': 'usa president'}, {'id': 3088, 'name': 'bodyguard'}, {'id': 10333, 'name': 'stalking'}, {'id': 15134, 'name': 'election'}, {'id': 33632, 'name': 'apartment'}, {'id': 41249, 'name': 'secret service'}, {'id': 208633, 'name': 'secret service agent'}]"
False,,13000000,"[{'id': 18, 'name': 'Drama'}]",,7984,tt0107207,en,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7.405895,/5HaQacOMOjA2wX1XnwnDd2VaXCf.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': ""Hell's Kitchen Films"", 'id': 2307}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",1993-12-12,65796862,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.,In the Name of the Father,False,7.6,363,471,"[{'id': 258, 'name': 'bomb'}, {'id': 378, 'name': 'prison'}, {'id': 494, 'name': 'father son relationship'}, {'id': 818, 'name': 'based on novel'}, {'id': 1228, 'name': '1970s'}, {'id': 5565, 'name': 'biography'}, {'id': 6150, 'name': 'faith'}, {'id': 11018, 'name': 'irish'}, {'id': 11038, 'name': 'trial'}, {'id': 11196, 'name': 'rebellion'}, {'id': 13006, 'name': 'torture'}, {'id': 13015, 'name': 'terrorism'}, {'id': 33519, 'name': 'courtroom'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,59930,tt0110137,en,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,0.613335,/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-22,8880705,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Summer's Never Been So Much Fun!,The Inkwell,False,3.9,5,472,[]
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,15765,tt0108551,en,What's Love Got to Do with It,A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.,14.820883,/vNAYuA26Wtf7VfzZEaxZQmJTE4Z.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-09,0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,False,6.9,75,473,"[{'id': 156306, 'name': 'price of fame'}, {'id': 164409, 'name': 'tina turner'}, {'id': 164414, 'name': 'black woman'}, {'id': 164431, 'name': 'cameo appearance by real life subject'}, {'id': 164443, 'name': 'african american music'}, {'id': 164866, 'name': 'black family'}]"
